Season;Game #;Unique ID;Date;Team;Opponent;Team G;Opp G;Win Loss;Points;Referee;Team S;Opp S;Team SOT;Opp SOT;Team Fouls;Opp Fouls;Team Corner;Opp Corner;Team Yellows;Opp Yellow;Team Red;Opp Red
1993-94;23;Lens23;1/15/1994;Lens;Caen;2;0;Win;3;NA;;;;;;;;;;;;
1993-94;24;Lens24;1/29/1994;Lens;Angers;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;25;Lens25;2/5/1994;Lens;Metz;2;0;Win;3;NA;;;;;;;;;;;;
1993-94;26;Lens26;2/9/1994;Lens;Lyon;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;27;Lens27;2/19/1994;Lens;Auxerre;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;28;Lens28;2/25/1994;Lens;Martigues;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;29;Lens29;3/5/1994;Lens;Sochaux;2;0;Win;3;NA;;;;;;;;;;;;
1993-94;30;Lens30;3/11/1994;Lens;Paris SG;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;31;Lens31;3/26/1994;Lens;Cannes;1;3;Loss;0;NA;;;;;;;;;;;;
1993-94;32;Lens32;4/2/1994;Lens;Le Havre;5;1;Win;3;NA;;;;;;;;;;;;
1993-94;33;Lens33;4/5/1994;Lens;Monaco;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;34;Lens34;4/12/1994;Lens;Toulouse;4;0;Win;3;NA;;;;;;;;;;;;
1993-94;35;Lens35;4/26/1994;Lens;Nantes;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;36;Lens36;4/30/1994;Lens;St Etienne;3;1;Win;3;NA;;;;;;;;;;;;
1993-94;37;Lens37;5/7/1994;Lens;Bordeaux;2;4;Loss;0;NA;;;;;;;;;;;;
1993-94;38;Lens38;5/21/1994;Lens;Marseille;2;3;Loss;0;NA;;;;;;;;;;;;
1993-94;1;Lille1;7/24/1993;Lille;Martigues;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;2;Lille2;7/31/1993;Lille;Paris SG;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;3;Lille3;8/6/1993;Lille;Lens;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;4;Lille4;8/11/1993;Lille;Cannes;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;5;Lille5;8/14/1993;Lille;Le Havre;2;2;Draw;1;NA;;;;;;;;;;;;
1993-94;6;Lille6;8/28/1993;Lille;Toulouse;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;7;Lille7;9/1/1993;Lille;Nantes;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;8;Lille8;9/11/1993;Lille;Monaco;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;9;Lille9;9/18/1993;Lille;St Etienne;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;10;Lille10;9/24/1993;Lille;Bordeaux;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;11;Lille11;10/2/1993;Lille;Marseille;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;12;Lille12;10/6/1993;Lille;Sochaux;3;1;Win;3;NA;;;;;;;;;;;;
1993-94;13;Lille13;10/16/1993;Lille;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;14;Lille14;10/23/1993;Lille;Montpellier;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;15;Lille15;10/29/1993;Lille;Caen;3;2;Win;3;NA;;;;;;;;;;;;
1993-94;16;Lille16;11/6/1993;Lille;Angers;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;17;Lille17;11/10/1993;Lille;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;18;Lille18;11/21/1993;Lille;Lyon;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;19;Lille19;11/27/1993;Lille;Auxerre;0;5;Loss;0;NA;;;;;;;;;;;;
1993-94;20;Lille20;12/3/1993;Lille;Paris SG;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;21;Lille21;12/10/1993;Lille;Lens;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;22;Lille22;12/18/1993;Lille;Cannes;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;23;Lille23;1/15/1994;Lille;Le Havre;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;24;Lille24;1/29/1994;Lille;Toulouse;3;0;Win;3;NA;;;;;;;;;;;;
1993-94;25;Lille25;2/5/1994;Lille;Nantes;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;26;Lille26;2/9/1994;Lille;Monaco;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;27;Lille27;2/19/1994;Lille;St Etienne;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;28;Lille28;2/25/1994;Lille;Bordeaux;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;29;Lille29;3/5/1994;Lille;Marseille;2;3;Loss;0;NA;;;;;;;;;;;;
1993-94;30;Lille30;3/11/1994;Lille;Sochaux;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;31;Lille31;3/26/1994;Lille;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;32;Lille32;4/2/1994;Lille;Montpellier;3;1;Win;3;NA;;;;;;;;;;;;
1993-94;33;Lille33;4/5/1994;Lille;Caen;3;1;Win;3;NA;;;;;;;;;;;;
1993-94;34;Lille34;4/12/1994;Lille;Angers;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;35;Lille35;4/26/1994;Lille;Metz;0;4;Loss;0;NA;;;;;;;;;;;;
1993-94;36;Lille36;4/30/1994;Lille;Lyon;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;37;Lille37;5/7/1994;Lille;Auxerre;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;38;Lille38;5/21/1994;Lille;Martigues;2;2;Draw;1;NA;;;;;;;;;;;;
1993-94;1;Lyon1;7/24/1993;Lyon;Montpellier;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;2;Lyon2;7/31/1993;Lyon;Caen;2;0;Win;3;NA;;;;;;;;;;;;
1993-94;3;Lyon3;8/7/1993;Lyon;Angers;1;3;Loss;0;NA;;;;;;;;;;;;
1993-94;4;Lyon4;8/11/1993;Lyon;Metz;2;0;Win;3;NA;;;;;;;;;;;;
1993-94;5;Lyon5;8/14/1993;Lyon;Sochaux;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;6;Lyon6;8/28/1993;Lyon;Auxerre;2;3;Loss;0;NA;;;;;;;;;;;;
1993-94;7;Lyon7;9/1/1993;Lyon;Martigues;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;8;Lyon8;9/11/1993;Lyon;Lens;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;9;Lyon9;9/18/1993;Lyon;Paris SG;1;3;Loss;0;NA;;;;;;;;;;;;
1993-94;10;Lyon10;9/24/1993;Lyon;Cannes;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;11;Lyon11;10/3/1993;Lyon;Nantes;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;12;Lyon12;10/6/1993;Lyon;Monaco;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;13;Lyon13;10/16/1993;Lyon;Le Havre;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;14;Lyon14;10/23/1993;Lyon;Toulouse;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;15;Lyon15;10/29/1993;Lyon;St Etienne;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;16;Lyon16;11/6/1993;Lyon;Bordeaux;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;17;Lyon17;11/10/1993;Lyon;Marseille;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;18;Lyon18;11/21/1993;Lyon;Lille;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;19;Lyon19;11/27/1993;Lyon;Strasbourg;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;20;Lyon20;12/3/1993;Lyon;Caen;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;21;Lyon21;12/11/1993;Lyon;Angers;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;22;Lyon22;12/18/1993;Lyon;Metz;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;23;Lyon23;1/15/1994;Lyon;Sochaux;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;24;Lyon24;1/29/1994;Lyon;Auxerre;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;25;Lyon25;2/5/1994;Lyon;Martigues;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;26;Lyon26;2/9/1994;Lyon;Lens;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;27;Lyon27;2/19/1994;Lyon;Paris SG;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;28;Lyon28;2/25/1994;Lyon;Cannes;2;2;Draw;1;NA;;;;;;;;;;;;
1993-94;29;Lyon29;3/5/1994;Lyon;Nantes;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;30;Lyon30;3/11/1994;Lyon;Monaco;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;31;Lyon31;3/26/1994;Lyon;Le Havre;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;32;Lyon32;4/2/1994;Lyon;Toulouse;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;33;Lyon33;4/6/1994;Lyon;St Etienne;0;3;Loss;0;NA;;;;;;;;;;;;
1993-94;34;Lyon34;4/12/1994;Lyon;Bordeaux;4;2;Win;3;NA;;;;;;;;;;;;
1993-94;35;Lyon35;4/26/1994;Lyon;Marseille;0;3;Loss;0;NA;;;;;;;;;;;;
1993-94;36;Lyon36;4/30/1994;Lyon;Lille;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;37;Lyon37;5/7/1994;Lyon;Strasbourg;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;38;Lyon38;5/21/1994;Lyon;Montpellier;3;2;Win;3;NA;;;;;;;;;;;;
1993-94;1;Marseille1;7/24/1993;Marseille;Lens;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;2;Marseille2;8/1/1993;Marseille;Cannes;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;3;Marseille3;8/7/1993;Marseille;Le Havre;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;4;Marseille4;8/11/1993;Marseille;Nantes;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;5;Marseille5;8/15/1993;Marseille;Paris SG;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;6;Marseille6;8/27/1993;Marseille;Monaco;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;7;Marseille7;9/1/1993;Marseille;St Etienne;3;1;Win;3;NA;;;;;;;;;;;;
1993-94;8;Marseille8;9/11/1993;Marseille;Toulouse;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;9;Marseille9;9/18/1993;Marseille;Bordeaux;3;1;Win;3;NA;;;;;;;;;;;;
1993-94;10;Marseille10;9/24/1993;Marseille;Metz;0;3;Loss;0;NA;;;;;;;;;;;;
1993-94;11;Marseille11;10/2/1993;Marseille;Lille;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;12;Marseille12;10/6/1993;Marseille;Strasbourg;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;13;Marseille13;10/23/1993;Marseille;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;14;Marseille14;10/29/1993;Marseille;Angers;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;15;Marseille15;11/6/1993;Marseille;Caen;2;0;Win;3;NA;;;;;;;;;;;;
1993-94;16;Marseille16;11/10/1993;Marseille;Lyon;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;17;Marseille17;11/21/1993;Marseille;Auxerre;0;3;Loss;0;NA;;;;;;;;;;;;
1993-94;18;Marseille18;11/27/1993;Marseille;Martigues;3;0;Win;3;NA;;;;;;;;;;;;
1993-94;19;Marseille19;12/3/1993;Marseille;Cannes;3;1;Win;3;NA;;;;;;;;;;;;
1993-94;20;Marseille20;12/11/1993;Marseille;Le Havre;3;1;Win;3;NA;;;;;;;;;;;;
1993-94;21;Marseille21;12/16/1993;Marseille;Montpellier;2;0;Win;3;NA;;;;;;;;;;;;
1993-94;22;Marseille22;12/18/1993;Marseille;Nantes;3;1;Win;3;NA;;;;;;;;;;;;
1993-94;23;Marseille23;1/14/1994;Marseille;Paris SG;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;24;Marseille24;1/28/1994;Marseille;Monaco;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;25;Marseille25;2/5/1994;Marseille;St Etienne;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;26;Marseille26;2/9/1994;Marseille;Toulouse;5;1;Win;3;NA;;;;;;;;;;;;
1993-94;27;Marseille27;2/20/1994;Marseille;Bordeaux;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;28;Marseille28;2/25/1994;Marseille;Metz;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;29;Marseille29;3/5/1994;Marseille;Lille;3;2;Win;3;NA;;;;;;;;;;;;
1993-94;30;Marseille30;3/11/1994;Marseille;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;31;Marseille31;3/26/1994;Marseille;Montpellier;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;32;Marseille32;4/2/1994;Marseille;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;33;Marseille33;4/5/1994;Marseille;Angers;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;34;Marseille34;4/12/1994;Marseille;Caen;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;35;Marseille35;4/26/1994;Marseille;Lyon;3;0;Win;3;NA;;;;;;;;;;;;
1993-94;36;Marseille36;4/30/1994;Marseille;Auxerre;2;2;Draw;1;NA;;;;;;;;;;;;
1993-94;37;Marseille37;5/7/1994;Marseille;Martigues;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;38;Marseille38;5/21/1994;Marseille;Lens;3;2;Win;3;NA;;;;;;;;;;;;
1993-94;1;Martigues1;7/24/1993;Martigues;Lille;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;2;Martigues2;7/31/1993;Martigues;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;3;Martigues3;8/7/1993;Martigues;Montpellier;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;4;Martigues4;8/11/1993;Martigues;Caen;4;1;Win;3;NA;;;;;;;;;;;;
1993-94;5;Martigues5;8/14/1993;Martigues;Angers;3;1;Win;3;NA;;;;;;;;;;;;
1993-94;6;Martigues6;8/28/1993;Martigues;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;7;Martigues7;9/1/1993;Martigues;Lyon;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;8;Martigues8;9/11/1993;Martigues;Auxerre;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;9;Martigues9;9/18/1993;Martigues;Strasbourg;0;3;Loss;0;NA;;;;;;;;;;;;
1993-94;10;Martigues10;9/24/1993;Martigues;Lens;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;11;Martigues11;10/2/1993;Martigues;Paris SG;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;12;Martigues12;10/6/1993;Martigues;Cannes;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;13;Martigues13;10/16/1993;Martigues;Toulouse;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;14;Martigues14;10/23/1993;Martigues;Monaco;0;7;Loss;0;NA;;;;;;;;;;;;
1993-94;15;Martigues15;10/29/1993;Martigues;Le Havre;3;0;Win;3;NA;;;;;;;;;;;;
1993-94;16;Martigues16;11/6/1993;Martigues;Nantes;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;17;Martigues17;11/10/1993;Martigues;St Etienne;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;18;Martigues18;11/21/1993;Martigues;Bordeaux;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;19;Martigues19;11/27/1993;Martigues;Marseille;0;3;Loss;0;NA;;;;;;;;;;;;
1993-94;20;Martigues20;12/3/1993;Martigues;Sochaux;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;21;Martigues21;12/11/1993;Martigues;Montpellier;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;22;Martigues22;12/18/1993;Martigues;Caen;1;4;Loss;0;NA;;;;;;;;;;;;
1993-94;23;Martigues23;1/15/1994;Martigues;Angers;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;24;Martigues24;1/29/1994;Martigues;Metz;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;25;Martigues25;2/5/1994;Martigues;Lyon;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;26;Martigues26;2/9/1994;Martigues;Auxerre;0;3;Loss;0;NA;;;;;;;;;;;;
1993-94;27;Martigues27;2/19/1994;Martigues;Strasbourg;0;3;Loss;0;NA;;;;;;;;;;;;
1993-94;28;Martigues28;2/25/1994;Martigues;Lens;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;29;Martigues29;3/6/1994;Martigues;Paris SG;2;2;Draw;1;NA;;;;;;;;;;;;
1993-94;30;Martigues30;3/11/1994;Martigues;Cannes;4;0;Win;3;NA;;;;;;;;;;;;
1993-94;31;Martigues31;3/26/1994;Martigues;Toulouse;2;2;Draw;1;NA;;;;;;;;;;;;
1993-94;32;Martigues32;4/2/1994;Martigues;Monaco;1;3;Loss;0;NA;;;;;;;;;;;;
1993-94;33;Martigues33;4/5/1994;Martigues;Le Havre;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;34;Martigues34;4/12/1994;Martigues;Nantes;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;35;Martigues35;4/26/1994;Martigues;St Etienne;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;36;Martigues36;4/30/1994;Martigues;Bordeaux;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;37;Martigues37;5/7/1994;Martigues;Marseille;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;38;Martigues38;5/21/1994;Martigues;Lille;2;2;Draw;1;NA;;;;;;;;;;;;
1993-94;1;Metz1;7/24/1993;Metz;Caen;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;2;Metz2;7/31/1993;Metz;Angers;2;0;Win;3;NA;;;;;;;;;;;;
1993-94;3;Metz3;8/7/1993;Metz;Sochaux;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;4;Metz4;8/11/1993;Metz;Lyon;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;5;Metz5;8/14/1993;Metz;Auxerre;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;6;Metz6;8/28/1993;Metz;Martigues;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;7;Metz7;9/1/1993;Metz;Lens;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;8;Metz8;9/11/1993;Metz;Bordeaux;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;9;Metz9;9/18/1993;Metz;Le Havre;2;0;Win;3;NA;;;;;;;;;;;;
1993-94;10;Metz10;9/24/1993;Metz;Marseille;3;0;Win;3;NA;;;;;;;;;;;;
1993-94;11;Metz11;10/2/1993;Metz;Cannes;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;12;Metz12;10/6/1993;Metz;Nantes;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;13;Metz13;10/16/1993;Metz;Paris SG;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;14;Metz14;10/23/1993;Metz;St Etienne;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;15;Metz15;10/29/1993;Metz;Toulouse;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;16;Metz16;11/7/1993;Metz;Montpellier;2;3;Loss;0;NA;;;;;;;;;;;;
1993-94;17;Metz17;11/10/1993;Metz;Lille;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;18;Metz18;11/21/1993;Metz;Strasbourg;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;19;Metz19;11/27/1993;Metz;Monaco;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;20;Metz20;12/3/1993;Metz;Angers;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;21;Metz21;12/11/1993;Metz;Sochaux;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;22;Metz22;12/18/1993;Metz;Lyon;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;23;Metz23;1/15/1994;Metz;Auxerre;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;24;Metz24;1/29/1994;Metz;Martigues;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;25;Metz25;2/5/1994;Metz;Lens;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;26;Metz26;2/9/1994;Metz;Bordeaux;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;27;Metz27;2/19/1994;Metz;Le Havre;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;28;Metz28;2/25/1994;Metz;Marseille;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;29;Metz29;3/5/1994;Metz;Cannes;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;30;Metz30;3/13/1994;Metz;Nantes;2;0;Win;3;NA;;;;;;;;;;;;
1993-94;31;Metz31;3/25/1994;Metz;Paris SG;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;32;Metz32;4/2/1994;Metz;St Etienne;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;33;Metz33;4/5/1994;Metz;Toulouse;2;2;Draw;1;NA;;;;;;;;;;;;
1993-94;34;Metz34;4/12/1994;Metz;Montpellier;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;35;Metz35;4/26/1994;Metz;Lille;4;0;Win;3;NA;;;;;;;;;;;;
1993-94;36;Metz36;4/30/1994;Metz;Strasbourg;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;37;Metz37;5/7/1994;Metz;Monaco;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;38;Metz38;5/21/1994;Metz;Caen;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;1;Monaco1;7/23/1993;Monaco;Nantes;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;2;Monaco2;7/31/1993;Monaco;Toulouse;3;0;Win;3;NA;;;;;;;;;;;;
1993-94;3;Monaco3;8/7/1993;Monaco;St Etienne;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;4;Monaco4;8/10/1993;Monaco;Bordeaux;3;2;Win;3;NA;;;;;;;;;;;;
1993-94;5;Monaco5;8/14/1993;Monaco;Montpellier;3;0;Win;3;NA;;;;;;;;;;;;
1993-94;6;Monaco6;8/27/1993;Monaco;Marseille;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;7;Monaco7;9/1/1993;Monaco;Strasbourg;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;8;Monaco8;9/11/1993;Monaco;Lille;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;9;Monaco9;9/18/1993;Monaco;Sochaux;0;2;Loss;0;NA;;;;;;;;;;;;
1993-94;10;Monaco10;9/24/1993;Monaco;Angers;3;0;Win;3;NA;;;;;;;;;;;;
1993-94;11;Monaco11;10/2/1993;Monaco;Caen;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;12;Monaco12;10/6/1993;Monaco;Lyon;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;13;Monaco13;10/16/1993;Monaco;Auxerre;0;4;Loss;0;NA;;;;;;;;;;;;
1993-94;14;Monaco14;10/23/1993;Monaco;Martigues;7;0;Win;3;NA;;;;;;;;;;;;
1993-94;15;Monaco15;10/29/1993;Monaco;Lens;3;3;Draw;1;NA;;;;;;;;;;;;
1993-94;16;Monaco16;11/6/1993;Monaco;Paris SG;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;17;Monaco17;11/10/1993;Monaco;Cannes;2;0;Win;3;NA;;;;;;;;;;;;
1993-94;18;Monaco18;11/21/1993;Monaco;Le Havre;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;19;Monaco19;11/27/1993;Monaco;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;20;Monaco20;12/3/1993;Monaco;Toulouse;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;21;Monaco21;12/11/1993;Monaco;St Etienne;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;22;Monaco22;12/19/1993;Monaco;Bordeaux;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;23;Monaco23;1/15/1994;Monaco;Montpellier;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;24;Monaco24;1/28/1994;Monaco;Marseille;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;25;Monaco25;2/6/1994;Monaco;Strasbourg;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;26;Monaco26;2/9/1994;Monaco;Lille;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;27;Monaco27;2/19/1994;Monaco;Sochaux;2;0;Win;3;NA;;;;;;;;;;;;
1993-94;28;Monaco28;2/25/1994;Monaco;Angers;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;29;Monaco29;3/5/1994;Monaco;Caen;3;0;Win;3;NA;;;;;;;;;;;;
1993-94;30;Monaco30;3/11/1994;Monaco;Lyon;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;31;Monaco31;3/25/1994;Monaco;Auxerre;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;32;Monaco32;4/2/1994;Monaco;Martigues;3;1;Win;3;NA;;;;;;;;;;;;
1993-94;33;Monaco33;4/5/1994;Monaco;Lens;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;34;Monaco34;4/12/1994;Monaco;Paris SG;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;35;Monaco35;4/22/1994;Monaco;Cannes;2;0;Win;3;NA;;;;;;;;;;;;
1993-94;36;Monaco36;4/30/1994;Monaco;Le Havre;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;37;Monaco37;5/7/1994;Monaco;Metz;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;38;Monaco38;5/21/1994;Monaco;Nantes;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;1;Montpellier1;7/24/1993;Montpellier;Lyon;1;1;Draw;1;NA;;;;;;;;;;;;
1993-94;2;Montpellier2;7/31/1993;Montpellier;Auxerre;1;3;Loss;0;NA;;;;;;;;;;;;
1993-94;3;Montpellier3;8/7/1993;Montpellier;Martigues;1;0;Win;3;NA;;;;;;;;;;;;
1993-94;4;Montpellier4;8/11/1993;Montpellier;Lens;1;2;Loss;0;NA;;;;;;;;;;;;
1993-94;5;Montpellier5;8/14/1993;Montpellier;Monaco;0;3;Loss;0;NA;;;;;;;;;;;;
1993-94;6;Montpellier6;8/28/1993;Montpellier;Nantes;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;7;Montpellier7;9/1/1993;Montpellier;Le Havre;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;8;Montpellier8;9/11/1993;Montpellier;Paris SG;0;1;Loss;0;NA;;;;;;;;;;;;
1993-94;9;Montpellier9;9/18/1993;Montpellier;Cannes;2;1;Win;3;NA;;;;;;;;;;;;
1993-94;10;Montpellier10;9/24/1993;Montpellier;Toulouse;0;0;Draw;1;NA;;;;;;;;;;;;
1993-94;11;Montpellier11;10/2/1993;Montpellier;St Etienne;3;0;Win;3;NA;;;;;;;;;;;;
